datetime,epoch,memory_used,memory_free,gpu_0_memory_used,gpu_0_memory_free,gpu_1_memory_used,gpu_1_memory_free,gpu_2_memory_used,gpu_2_memory_free,gpu_3_memory_used,gpu_3_memory_free,gpu_4_memory_used,gpu_4_memory_free,gpu_5_memory_used,gpu_5_memory_free,gpu_6_memory_used,gpu_6_memory_free,gpu_7_memory_used,gpu_7_memory_free
2022-07-27 23:57:54.415680,0,42230878208,19972562944,12773.4375,36366.5625,3732.4375,45407.5625,3732.4375,45407.5625,3732.4375,45407.5625,3732.4375,45407.5625,3732.4375,45407.5625,3732.4375,45407.5625,3732.4375,45407.5625
2022-07-27 23:57:56.419211,0,47881158656,14317490176,16371.4375,32768.5625,8964.4375,40175.5625,7348.4375,41791.5625,8936.4375,40203.5625,9590.4375,39549.5625,9020.4375,40119.5625,7886.4375,41253.5625,8476.4375,40663.5625
2022-07-27 23:57:58.422257,0,47895801856,14302834688,19639.4375,29500.5625,8964.4375,40175.5625,10514.4375,38625.5625,8942.4375,40197.5625,9590.4375,39549.5625,12432.4375,36707.5625,10690.4375,38449.5625,12650.4375,36489.5625
2022-07-27 23:58:00.425103,0,47903055872,14295298048,19639.4375,29500.5625,8964.4375,40175.5625,12854.4375,36285.5625,12408.4375,36731.5625,9590.4375,39549.5625,12432.4375,36707.5625,13126.4375,36013.5625,12650.4375,36489.5625
2022-07-27 23:58:02.427837,0,47905452032,14293180416,21251.4375,27888.5625,8964.4375,40175.5625,12918.4375,36221.5625,12408.4375,36731.5625,9590.4375,39549.5625,12432.4375,36707.5625,16152.4375,32987.5625,12650.4375,36489.5625
2022-07-27 23:58:04.430789,0,47908626432,14289489920,23079.4375,26060.5625,12288.4375,36851.5625,15614.4375,33525.5625,12408.4375,36731.5625,13160.4375,35979.5625,14970.4375,34169.5625,16152.4375,32987.5625,12652.4375,36487.5625
2022-07-27 23:58:06.433650,0,47912013824,14282674176,23079.4375,26060.5625,12288.4375,36851.5625,15614.4375,33525.5625,12408.4375,36731.5625,13160.4375,35979.5625,14970.4375,34169.5625,16152.4375,32987.5625,12652.4375,36487.5625
2022-07-27 23:58:08.436522,0,47912833024,14279618560,23079.4375,26060.5625,12288.4375,36851.5625,15614.4375,33525.5625,12408.4375,36731.5625,13160.4375,35979.5625,15066.4375,34073.5625,20424.4375,28715.5625,12652.4375,36487.5625
2022-07-27 23:58:10.439655,0,47914045440,14278397952,23079.4375,26060.5625,12358.4375,36781.5625,15614.4375,33525.5625,15738.4375,33401.5625,13160.4375,35979.5625,15066.4375,34073.5625,20424.4375,28715.5625,12652.4375,36487.5625
2022-07-27 23:58:12.441499,0,47915458560,14276993024,23079.4375,26060.5625,12358.4375,36781.5625,15614.4375,33525.5625,15738.4375,33401.5625,13160.4375,35979.5625,15066.4375,34073.5625,20424.4375,28715.5625,12652.4375,36487.5625
2022-07-27 23:58:14.444497,0,47918669824,14273777664,23079.4375,26060.5625,12358.4375,36781.5625,15614.4375,33525.5625,15738.4375,33401.5625,13194.4375,35945.5625,15066.4375,34073.5625,20424.4375,28715.5625,12652.4375,36487.5625
