datetime,epoch,rank,gpu_memory_allocated,gpu_memory_reserved
2022-07-28 04:44:20.679559,0,0,1437073408,6671040512
2022-07-28 04:44:20.679564,0,3,1437073408,8273264640
2022-07-28 04:44:20.679566,0,1,1437073408,8306819072
2022-07-28 04:44:20.679576,0,7,1437073408,7797211136
2022-07-28 04:44:20.679573,0,6,1437073408,7216300032
2022-07-28 04:44:20.679580,0,4,1437073408,9055502336
2022-07-28 04:44:20.679616,0,5,1437073408,8405385216
2022-07-28 04:44:20.679613,0,2,1437073408,6689914880
2022-07-28 04:44:21.459578,0,7,1437073408,12633243648
2022-07-28 04:44:21.459582,0,1,1437073408,8306819072
2022-07-28 04:44:21.459569,0,3,1437073408,8547991552
2022-07-28 04:44:21.459576,0,6,1437073408,10684989440
2022-07-28 04:44:21.459572,0,0,1437073408,10211033088
2022-07-28 04:44:21.459584,0,4,1437073408,9055502336
2022-07-28 04:44:21.459582,0,2,1437073408,6689914880
2022-07-28 04:44:21.459607,0,5,1437073408,12469665792
2022-07-28 04:44:22.049038,0,7,1437073408,12633243648
2022-07-28 04:44:22.049046,0,6,1437073408,10684989440
2022-07-28 04:44:22.049048,0,3,1437073408,8547991552
2022-07-28 04:44:22.049046,0,5,1437073408,12469665792
2022-07-28 04:44:22.049050,0,2,1437073408,10546577408
2022-07-28 04:44:22.049058,0,4,1437073408,9055502336
2022-07-28 04:44:22.049061,0,1,1437073408,8306819072
2022-07-28 04:44:22.049062,0,0,1437073408,10211033088
2022-07-28 04:44:22.623860,0,3,1437073408,8547991552
2022-07-28 04:44:22.623857,0,5,1437073408,12469665792
2022-07-28 04:44:22.623860,0,7,1437073408,12633243648
2022-07-28 04:44:22.623863,0,0,1437073408,10211033088
2022-07-28 04:44:22.623863,0,6,1437073408,10684989440
2022-07-28 04:44:22.623865,0,2,1437073408,10546577408
2022-07-28 04:44:22.623872,0,4,1437073408,9055502336
2022-07-28 04:44:22.623876,0,1,1437073408,8306819072
2022-07-28 04:44:23.271065,0,7,1437073408,12633243648
