datetime,epoch,rank,gpu_memory_allocated,gpu_memory_reserved
2022-07-28 10:31:10.588326,0,5,759883776,7321157632
2022-07-28 10:31:10.588391,0,0,759777280,5549064192
2022-07-28 10:31:10.588408,0,3,759867392,7233077248
2022-07-28 10:31:10.588428,0,2,759793664,5567938560
2022-07-28 10:31:10.588463,0,1,759873024,7262437376
2022-07-28 10:31:10.588477,0,6,759807488,6132072448
2022-07-28 10:31:10.588573,0,4,759919104,7918845952
2022-07-28 10:31:10.588622,0,7,759849984,6750732288
2022-07-28 10:31:11.674804,0,1,759811584,7262437376
2022-07-28 10:31:11.674844,0,0,759836160,8975810560
2022-07-28 10:31:11.674880,0,5,759893504,10898898944
2022-07-28 10:31:11.674946,0,4,759794688,7918845952
2022-07-28 10:31:11.674941,0,3,759882240,7239368704
2022-07-28 10:31:11.675187,0,2,759779328,5567938560
2022-07-28 10:31:11.675282,0,7,759920128,11127488512
2022-07-28 10:31:11.678921,0,6,759855616,9072279552
2022-07-28 10:31:12.690720,0,1,759796224,7262437376
2022-07-28 10:31:12.690819,0,4,759873536,7918845952
2022-07-28 10:31:12.690888,0,0,759810560,8975810560
2022-07-28 10:31:12.690864,0,3,759847936,7239368704
2022-07-28 10:31:12.690866,0,7,759841792,11127488512
2022-07-28 10:31:12.690946,0,5,759844864,10898898944
2022-07-28 10:31:12.691365,0,2,759843840,8887730176
2022-07-28 10:31:12.691375,0,6,759740416,9072279552
2022-07-28 10:31:13.731814,0,0,759720960,8975810560
2022-07-28 10:31:13.731836,0,5,759839232,10898898944
2022-07-28 10:31:13.731869,0,1,759821824,7262437376
2022-07-28 10:31:13.731897,0,4,759880704,7918845952
2022-07-28 10:31:13.731921,0,7,759769600,11127488512
2022-07-28 10:31:13.732062,0,3,759841280,7239368704
2022-07-28 10:31:13.732054,0,2,759832576,8887730176
2022-07-28 10:31:13.732040,0,6,759715840,9072279552
2022-07-28 10:31:14.759336,0,1,759816704,7262437376
2022-07-28 10:31:14.759336,0,0,759794688,8975810560
2022-07-28 10:31:14.759332,0,5,759889920,10898898944
2022-07-28 10:31:14.759422,0,2,759863808,11341398016
2022-07-28 10:31:14.759549,0,6,759863808,11626610688
2022-07-28 10:31:14.759526,0,7,759786496,11127488512
2022-07-28 10:31:14.759583,0,3,759900672,10873733120
2022-07-28 10:31:14.759617,0,4,759877632,7918845952
2022-07-28 10:31:15.751457,0,5,759746560,10898898944
2022-07-28 10:31:15.751482,0,1,759751680,7262437376
2022-07-28 10:31:15.751476,0,0,759713792,8975810560
2022-07-28 10:31:15.751588,0,3,759793664,10873733120
2022-07-28 10:31:15.751593,0,7,759816704,11127488512
2022-07-28 10:31:15.751686,0,4,759796224,7918845952
2022-07-28 10:31:15.751713,0,2,759800320,11341398016
